,PassengerId,Survived
973,0.7440794499618029,0
974,0.7448433919022154,0
975,0.745607333842628,0
976,0.7463712757830405,0
977,0.747135217723453,1
978,0.7478991596638656,1
979,0.7486631016042781,1
980,0.7494270435446906,1
981,0.7501909854851031,1
982,0.7509549274255156,0
983,0.7517188693659282,1
984,0.7524828113063408,0
985,0.7532467532467533,0
986,0.7540106951871658,0
987,0.7547746371275783,1
988,0.7555385790679908,0
989,0.7563025210084033,1
990,0.7570664629488159,0
991,0.7578304048892284,1
992,0.758594346829641,0
993,0.7593582887700535,0
994,0.760122230710466,0
995,0.7608861726508785,1
996,0.7616501145912911,0
997,0.7624140565317036,0
998,0.7631779984721161,0
999,0.7639419404125286,0
1000,0.7647058823529411,0
1001,0.7654698242933538,0
1002,0.7662337662337663,1
1003,0.7669977081741788,1
1004,0.7677616501145913,1
1005,0.7685255920550038,1
1006,0.7692895339954163,0
1007,0.7700534759358288,0
1008,0.7708174178762414,1
1009,0.771581359816654,0
1010,0.7723453017570665,1
1011,0.773109243697479,1
1012,0.7738731856378915,0
1013,0.774637127578304,1
1014,0.7754010695187166,0
1015,0.7761650114591291,0
1016,0.7769289533995416,1
1017,0.7776928953399541,0
1018,0.7784568372803667,1
1019,0.7792207792207793,0
1020,0.7799847211611918,0
1021,0.7807486631016043,0
1022,0.7815126050420168,1
1023,0.7822765469824293,0
1024,0.7830404889228418,0
1025,0.7838044308632544,0
1026,0.7845683728036669,0
1027,0.7853323147440795,0
1028,0.786096256684492,0
1029,0.7868601986249045,0
1030,0.787624140565317,0
1031,0.7883880825057296,0
1032,0.7891520244461421,1
1033,0.7899159663865546,0
1034,0.7906799083269671,0
1035,0.7914438502673797,0
1036,0.7922077922077922,0
1037,0.7929717341482048,0
1038,0.7937356760886173,0
1039,0.7944996180290298,0
1040,0.7952635599694423,1
1041,0.7960275019098548,1
1042,0.7967914438502673,0
1043,0.7975553857906799,0
1044,0.7983193277310925,1
1045,0.799083269671505,0
1046,0.7998472116119175,0
1047,0.80061115355233,1
1048,0.8013750954927426,1
1049,0.8021390374331551,0
1050,0.8029029793735676,1
1051,0.8036669213139801,1
1052,0.8044308632543926,1
1053,0.8051948051948052,1
1054,0.8059587471352178,0
1055,0.8067226890756303,0
1056,0.8074866310160428,1
1057,0.8082505729564553,0
1058,0.8090145148968678,0
1059,0.8097784568372803,1
1060,0.8105423987776929,0
1061,0.8113063407181055,0
1062,0.812070282658518,0
1063,0.8128342245989305,0
1064,0.813598166539343,0
1065,0.8143621084797555,0
1066,0.8151260504201681,1
1067,0.8158899923605806,1
1068,0.8166539343009931,0
1069,0.8174178762414056,1
1070,0.8181818181818182,1
1071,0.8189457601222307,0
1072,0.8197097020626433,0
1073,0.8204736440030558,1
1074,0.8212375859434683,0
1075,0.8220015278838808,1
1076,0.8227654698242933,0
1077,0.8235294117647058,1
1078,0.8242933537051184,0
1079,0.825057295645531,0
1080,0.8258212375859435,0
1081,0.826585179526356,0
1082,0.8273491214667685,0
1083,0.828113063407181,1
1084,0.8288770053475936,0
1085,0.8296409472880061,1
1086,0.8304048892284186,0
1087,0.8311688311688312,1
1088,0.8319327731092437,1
1089,0.8326967150496563,0
1090,0.8334606569900688,1
1091,0.8342245989304813,1
1092,0.8349885408708938,1
1093,0.8357524828113063,1
1094,0.8365164247517188,1
1095,0.8372803666921314,0
1096,0.838044308632544,0
1097,0.8388082505729565,1
1098,0.839572192513369,0
1099,0.8403361344537815,1
1100,0.841100076394194,0
1101,0.8418640183346066,0
1102,0.8426279602750191,0
1103,0.8433919022154316,0
1104,0.8441558441558441,1
1105,0.8449197860962567,0
1106,0.8456837280366692,0
1107,0.8464476699770818,1
1108,0.8472116119174943,0
1109,0.8479755538579068,1
1110,0.8487394957983193,0
1111,0.8495034377387318,1
1112,0.8502673796791443,0
1113,0.851031321619557,1
1114,0.8517952635599695,0
1115,0.852559205500382,1
1116,0.8533231474407945,1
1117,0.854087089381207,0
1118,0.8548510313216195,1
1119,0.8556149732620321,0
1120,0.8563789152024446,0
1121,0.8571428571428571,0
1122,0.8579067990832697,1
1123,0.8586707410236822,0
1124,0.8594346829640948,0
1125,0.8601986249045073,0
1126,0.8609625668449198,0
1127,0.8617265087853323,0
1128,0.8624904507257448,0
1129,0.8632543926661573,1
1130,0.8640183346065698,1
1131,0.8647822765469825,1
1132,0.865546218487395,1
1133,0.8663101604278075,0
1134,0.86707410236822,0
1135,0.8678380443086325,1
1136,0.868601986249045,0
1137,0.8693659281894576,1
1138,0.8701298701298701,0
1139,0.8708938120702827,1
1140,0.8716577540106952,1
1141,0.8724216959511077,1
1142,0.8731856378915203,0
1143,0.8739495798319328,0
1144,0.8747135217723453,0
1145,0.8754774637127578,0
1146,0.8762414056531703,0
1147,0.8770053475935828,0
1148,0.8777692895339955,0
1149,0.878533231474408,1
1150,0.8792971734148205,0
1151,0.880061115355233,0
1152,0.8808250572956455,0
1153,0.881588999236058,1
1154,0.8823529411764706,1
1155,0.8831168831168831,0
1156,0.8838808250572956,0
1157,0.8846447669977082,0
1158,0.8854087089381207,0
1159,0.8861726508785333,1
1160,0.8869365928189458,0
1161,0.8877005347593583,0
1162,0.8884644766997708,0
1163,0.8892284186401833,1
1164,0.8899923605805958,1
1165,0.8907563025210085,0
1166,0.891520244461421,1
1167,0.8922841864018335,0
1168,0.893048128342246,0
1169,0.8938120702826585,0
1170,0.894576012223071,0
1171,0.8953399541634836,0
1172,0.8961038961038961,1
1173,0.8968678380443086,1
1174,0.8976317799847212,1
1175,0.8983957219251337,1
1176,0.8991596638655462,0
1177,0.8999236058059588,0
1178,0.9006875477463713,0
1179,0.9014514896867838,0
1180,0.9022154316271963,0
1181,0.9029793735676088,0
1182,0.9037433155080213,1
1183,0.904507257448434,0
1184,0.9052711993888465,1
1185,0.906035141329259,0
1186,0.9067990832696715,0
1187,0.907563025210084,1
1188,0.9083269671504965,0
1189,0.9090909090909091,0
1190,0.9098548510313216,0
1191,0.9106187929717342,0
1192,0.9113827349121467,0
1193,0.9121466768525592,0
1194,0.9129106187929718,0
1195,0.9136745607333843,1
1196,0.9144385026737968,1
1197,0.9152024446142093,0
1198,0.9159663865546218,1
1199,0.9167303284950343,0
1200,0.917494270435447,1
1201,0.9182582123758595,0
1202,0.919022154316272,0
1203,0.9197860962566845,0
1204,0.920550038197097,0
1205,0.9213139801375095,1
1206,0.922077922077922,1
1207,0.9228418640183346,0
1208,0.9236058059587471,0
1209,0.9243697478991597,0
1210,0.9251336898395722,0
1211,0.9258976317799847,0
1212,0.9266615737203973,0
1213,0.9274255156608098,0
1214,0.9281894576012223,0
1215,0.9289533995416348,1
1216,0.9297173414820473,0
1217,0.93048128342246,1
1218,0.9312452253628725,0
1219,0.932009167303285,0
1220,0.9327731092436975,0
1221,0.93353705118411,1
1222,0.9343009931245225,0
1223,0.935064935064935,0
1224,0.9358288770053476,1
1225,0.9365928189457601,0
1226,0.9373567608861727,0
1227,0.9381207028265852,0
1228,0.9388846447669977,0
1229,0.9396485867074102,0
1230,0.9404125286478228,0
1231,0.9411764705882353,0
1232,0.9419404125286478,0
1233,0.9427043544690603,0
1234,0.9434682964094728,1
1235,0.9442322383498855,1
1236,0.944996180290298,1
1237,0.9457601222307105,0
1238,0.946524064171123,1
1239,0.9472880061115355,0
1240,0.948051948051948,1
1241,0.9488158899923606,1
1242,0.9495798319327731,0
1243,0.9503437738731857,0
1244,0.9511077158135982,0
1245,0.9518716577540107,1
1246,0.9526355996944232,0
1247,0.9533995416348358,1
1248,0.9541634835752483,0
1249,0.9549274255156608,0
1250,0.9556913674560733,1
1251,0.9564553093964858,0
1252,0.9572192513368984,1
1253,0.957983193277311,1
1254,0.9587471352177235,0
1255,0.959511077158136,1
1256,0.9602750190985485,0
1257,0.961038961038961,0
1258,0.9618029029793735,1
1259,0.9625668449197861,1
1260,0.9633307868601986,0
1261,0.9640947288006112,0
1262,0.9648586707410237,1
1263,0.9656226126814362,0
1264,0.9663865546218487,0
1265,0.9671504965622613,1
1266,0.9679144385026738,1
1267,0.9686783804430863,0
1268,0.9694423223834988,0
1269,0.9702062643239114,0
1270,0.970970206264324,0
1271,0.9717341482047365,0
1272,0.972498090145149,0
1273,0.9732620320855615,1
1274,0.974025974025974,1
1275,0.9747899159663865,0
1276,0.975553857906799,1
1277,0.9763177998472116,0
1278,0.9770817417876242,0
1279,0.9778456837280367,0
1280,0.9786096256684492,0
1281,0.9793735676088617,0
1282,0.9801375095492743,1
1283,0.9809014514896868,1
1284,0.9816653934300993,0
1285,0.9824293353705118,0
1286,0.9831932773109243,1
1287,0.983957219251337,0
1288,0.9847211611917495,1
1289,0.985485103132162,0
1290,0.9862490450725745,0
1291,0.987012987012987,1
1292,0.9877769289533995,0
1293,0.988540870893812,1
1294,0.9893048128342246,0
1295,0.9900687547746372,0
1296,0.9908326967150497,0
1297,0.9915966386554622,0
1298,0.9923605805958747,0
1299,0.9931245225362872,1
1300,0.9938884644766998,1
1301,0.9946524064171123,1
1302,0.9954163483575248,1
1303,0.9961802902979373,1
1304,0.9969442322383499,0
1305,0.9977081741787625,1
1306,0.998472116119175,0
1307,0.9992360580595875,0
1308,1.0,1
